"Italy, 848.0003xx Fastweb Mediterranea",2,"0,02352"
"Italy, 848.0016xx Eutelia",1,"0,03072"
"Italy, 848.0016xx Eutelia",2,"0,017568"
"Italy, 848.1100xx BT",1,"0,03072"
"Italy, 848.1100xx BT",2,"0,017568"
"Italy, 848.1111xx BT",1,"0,03072"
"Italy, 848.1111xx BT",2,"0,017568"
"Italy, 848.1122xx BT",1,"0,03072"
"Italy, 848.1122xx BT",2,"0,017568"
"Italy, 848.1133xx BT",1,"0,03072"
"Italy, 848.1133xx BT",2,"0,017568"
"Italy, 848.1144xx BT",1,"0,03072"
"Italy, 848.1144xx BT",2,"0,017568"
"Italy, 848.1155xx BT",1,"0,03072"
"Italy, 848.1155xx BT",2,"0,017568"
"Italy, 848.1166xx BT",1,"0,03072"
"Italy, 848.1166xx BT",2,"0,017568"
"Italy, 848.1177xx BT",1,"0,03072"
"Italy, 848.1177xx BT",2,"0,017568"
"Italy, 848.1188xx BT",1,"0,03072"
"Italy, 848.1188xx BT",2,"0,017568"
"Italy, 848.1199xx BT",1,"0,03072"
"Italy, 848.1199xx BT",2,"0,017568"
"Italy, 848.1500xx BT",1,"0,03072"
"Italy, 848.1500xx BT",2,"0,017568"
"Italy, 848.1501xx BT",1,"0,03072"
"Italy, 848.1501xx BT",2,"0,017568"
"Italy, 848.1502xx BT",1,"0,03072"
"Italy, 848.1502xx BT",2,"0,017568"
"Italy, 848.1503xx BT",1,"0,03072"
"Italy, 848.1503xx BT",2,"0,017568"
"Italy, 848.1504xx BT",1,"0,03072"
"Italy, 848.1504xx BT",2,"0,017568"
"Italy, 848.1505xx BT",1,"0,03072"
"Italy, 848.1505xx BT",2,"0,017568"
"Italy, 848.1506xx BT",1,"0,03072"
"Italy, 848.1506xx BT",2,"0,017568"
"Italy, 848.1507xx BT",1,"0,03072"
"Italy, 848.1507xx BT",2,"0,017568"
"Italy, 848.1517xx BT",1,"0,03072"
"Italy, 848.1517xx BT",2,"0,017568"
"Italy, 848.1519xx BT",1,"0,03072"
